123456789
,,,,,,,,
Sl. no.,Date,Adaptation Clinic Name,Village,Union,Problems Found (if any),Advice/ solution given,Point of Service,"Remarks 
(Next Follow up) "
401,10.02.25,Rampal,Gobindapur,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
402,10.02.25,Rampal,Gobindapur,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
403,10.02.25,Rampal,Uzalkur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
404,10.02.25,Rampal,Bamondr,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
405,10.02.25,Rampal,Bamondr,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
406,10.02.25,Rampal,Bamondr,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
407,10.02.25,Rampal,Bamondr,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
408,10.02.25,Rampal,Bamondr,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
409,10.02.25,Rampal,Bamondr,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
410,10.02.25,Rampal,Bamondr,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
411,10.02.25,Rampal,Bamondr,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Adaptation Clinic,Started working as advised
412,10.02.25,Rampal,Bamondr,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
413,10.02.25,Rampal,Bamondr,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
414,12.2.25,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
415,12.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
416,12.02.25,Rampal,Kadamdi,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
417,12.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
418,12.02.25,Rampal,Kadamdi,Uzalkur,"Catterpilar, Shoot and fruit borer of Brinjal plant ",Cypermethrin+ Chloropyrifos @1.5 ml/L,Adaptation Clinic,Started working as advised
419,12.02.25,Rampal,Kadamdi,Uzalkur,Wanted To know Boro Rice Post harvest operation And Management,Grain Should be stored max. 14%Moisture dry and cool condotion,Mobile Clinic,Started working as advised
420,12.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
421,12.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
422,12.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
423,16.02.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
424,16.02.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
425,16.02.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
426,16.02.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
427,16.02.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
428,16.02.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
429,16.02.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
430,16.02.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Adaptation Clinic,Started working as advised
431,16.02.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
432,16.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
433,16.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
434,16.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
435,16.02.25,Rampal,Sonatunia,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
436,16.02.25,Rampal,Boronobabpur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
437,16.02.25,Rampal,Doldha,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
438,17.02.25,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
439,16.02.25,Rampal,Doldha,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
440,16.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
441,16.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
442,16.02.25,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
443,19.02.25,Rampal,Kadamdi,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
444,19.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
445,19.02.25,Rampal,Kadamdi,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
446,19.02.25,Rampal,Sonatunia,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
447,19.02.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
448,19.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
449,19.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
450,19.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
451,19.02.25,Rampal,Sonatunia,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
452,20.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
453,20.02.25,Rampal,Kadamdi,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
454,20.02.25,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
455,20.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
456,20.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
457,20.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
458,20.02.25,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
459,20.02.25,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
460,20.02.25,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Adaptation Clinic,Started working as advised
461,20.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
462,20.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
463,20.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
464,20.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
465,24.02.25,Rampal,Kadamdi,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
466,24.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
467,24.02.25,Rampal,Kadamdi,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
468,24.02.25,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
469,24.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
470,24.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
471,24.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
472,24.02.25,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
473,24.02.25,Rampal,Kadamdi,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
474,24.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
475,24.02.25,Rampal,Kadamdi,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
476,24.02.25,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
477,"26.02,25",Rampal,Boronobabpur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
478,"26.02,25",Rampal,Boronobabpur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
479,"26.02,25",Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
480,"26.02,25",Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
481,"26.02,25",Rampal,Gobindapur,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
482,"26.02,25",Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
483,"26.02,25",Rampal,Gobindapur,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
484,"26.02,25",Rampal,Gobindapur,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
485,"26.02,25",Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
